,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,79.7239239001,0.00814677779962,0.00195852314636,-0.00394918769755,0.00135214304405,0.00401458618086,113.651486626,-0.00584636108501,-0.00613648843034,-0.00098838007314,-0.00437340721034,-0.00439087258311
1,-69.5006533065,-0.0069685193069,0.000360049495733,-0.00501823226069,-0.00487644301407,-0.000896443344119,-104.35435385,0.000721432459445,-0.00360648350864,0.0041571126257,0.00148923369831,-0.00129267261453
2,-263.581143063,-0.0190131282019,0.000518800322383,-0.00038487709882,0.00100846734265,0.00616887148123,-156.942209556,-0.00368380725125,-0.00177647948735,-0.0031898268778,0.00628004934514,-0.000972509769735
3,133.427964582,0.00259880134366,0.00499781242152,0.00453142434773,0.00558762883909,-0.0165561586895,405.855954093,0.0182623579748,0.00357449557709,0.00313346023411,0.000998848296918,-0.00318536837111
4,-232.712380577,0.00176510177512,-0.000821879048559,-0.0026163735458,-0.00828086986678,-0.00662618324422,-134.986093058,0.00357674148184,0.003106882292,-0.00630675407739,0.00665196528761,0.0115892573522
5,-61.6765243316,-0.00232252085575,-0.00201652495075,-0.00256804861563,-0.00589182124174,0.00548156417721,-172.364451752,0.0108821342279,-0.0030680056977,-0.00338644605645,0.00611042570161,-0.00518686296699
6,-17.425990134,0.000119429135746,-0.00562525577381,0.004820598087,0.00575216406957,0.0153388308096,330.045761694,-0.00287725054227,0.0152512179638,-0.00320655995672,-0.00380937836329,-0.00319951932826
7,264.626784399,0.0078414917103,0.00495073522517,-0.00130061064999,-0.0036979011052,-0.0121442890166,-354.24574629,0.0096666250214,-0.00370976881541,0.00886374448129,-0.000718516474189,0.0012935076982
8,60.2786889113,0.00409728389877,0.00832770620013,0.000308454416937,0.0106424040464,0.0103508810349,-24.1249673571,0.00510281126109,0.00777558110837,-0.00312424890598,-0.000375528007523,-0.00308179620716
9,248.823215462,0.01152629122,-2.92835563565e-06,0.00538787303501,-0.010883424098,0.00973402425829,129.071470612,0.0100765498813,-0.0026334746408,0.00477930586838,-0.00115551765072,-0.00545335518234
10,130.015230483,0.00905658586398,-0.00700454814371,-0.0114632977023,0.0126611323918,-0.00315875990132,83.2183442827,0.00758669014597,0.0029853834354,-0.00306882137883,0.0170641443098,-0.0043207354786
11,129.224137087,0.00806618168038,-0.0156048614896,-0.00831755732266,0.0018717470343,0.00479044470983,-155.95116264,-0.00237070083134,-0.00435842527483,-0.000863862334918,-0.0135035374306,-0.00747577852302
12,-26.6676290128,0.00251160955473,0.00528143589985,0.00455863838181,-0.000838473499053,0.00898763235957,22.4073659391,-0.000651397036175,-0.000786282525369,-0.00586216406952,-0.00252288616328,-0.0136697651023
13,161.552798756,0.00327868563718,0.000994896418032,-0.00992024375614,0.0093479216261,0.0125031517793,62.3187569456,-0.00514799238201,0.000183306684599,-0.00107967382032,-0.0114008224012,0.00885952858059
14,61.2334293972,0.0074308637456,-0.00303085329074,-0.00944609856228,0.00907641628891,0.0052994422506,216.193503109,0.00329960284531,0.0056341663172,0.00625601842371,0.0115658238115,0.00399398313015
15,-301.812906947,-0.00555878804804,-0.00561813731682,0.000889808988273,-0.00385854667404,0.00257232867767,-188.912661356,0.00497265785411,0.00689316317799,0.00651385589238,0.00529313163982,-0.00805759703284
16,65.2072615937,-0.0017708373996,0.00990345344979,0.00231448412634,0.0098685509974,-0.00769633418944,218.239756468,0.000265269149506,-0.000384521547608,-0.00412253067506,0.000965560702107,0.0116202216749
17,-2.33702982533,0.00424186030985,-0.00462982478324,0.00454257777911,0.00486746057067,0.00371320434698,-3.33330130724,0.00652570150115,-0.00147815329465,-0.00228557061929,0.00906675139253,-0.00178010138844
