,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,25012.2920474,0.996268641423,-0.00138188849795,-0.0033849365821,-0.944924693041,-0.0733002723912,24888.8458593,1.00133726359,0.00650191006818,0.0124945119845,0.961780171131,0.0138490049534
1,24992.8777186,0.996083047932,0.0035430874655,0.0013019957907,-1.06469582576,-0.0566249800476,24702.8100441,1.00216887093,0.00230920909668,-0.0117359657244,1.07903621908,0.0215227888051
2,25044.2439325,1.00010883847,0.00731285445748,0.00310161260486,-0.990216038593,-0.00941888674801,24981.5279564,0.999538640105,0.00307046592335,0.00375331286399,1.10216926205,0.0833126795062
3,25211.125975,1.00800852584,-0.00921747060683,0.000952618098373,-1.04142286078,0.0546754502301,25380.8587129,1.00520422037,0.00692929764425,-0.00166746846716,1.08875845932,0.0175773120621
4,25170.9166906,0.992079338653,-0.00223278532809,-0.00133465307659,-0.985123228446,0.0726642085548,24471.6888506,0.98635677843,0.00282456315407,0.00869692049545,0.920580028759,0.0620717197578
5,24835.3022845,1.00409564927,-0.00294284916763,-0.00905368218277,-0.922336544199,-0.0876580550379,24939.9391583,0.996784421694,-0.003217655099,-0.0100746726999,0.992279768649,-0.107962714267
6,24977.7467957,1.00781173644,-0.000635068599482,-0.00284044640928,-1.0073878292,-0.0554897226312,24892.6170371,0.989479449103,-0.000357871678804,0.0031148318382,0.963855191078,0.00764355468207
7,25042.4114848,1.00062673841,0.000440104607389,-0.000530293526526,-1.03955352819,0.0377853054004,24386.5755501,0.992155043916,0.00888312329759,0.00568086729379,1.00851565423,-0.0358672060419
8,24788.57405,0.999813110431,0.00340763151388,0.00351444651754,-1.04273858915,-0.0324654413198,24670.2279588,1.0052455478,0.000188231600206,-0.000864548869983,1.0803102025,-0.00135888845737
9,25287.9978346,1.00101277028,-0.00902856612993,0.00837033407775,-0.899698032243,0.0669658553159,25086.3900145,0.989333338057,-0.00323862141672,-0.00372996298448,1.08637495474,-0.0266173260555
10,25046.5341203,1.0109031311,0.00635700135475,-0.00884688199669,-1.06822704384,-0.0264421421771,25010.2735535,1.01234723791,-0.00297274120933,-0.00277981244618,1.01256275318,-0.00395851295659
11,24925.4802607,1.00653935956,-0.000546785008369,0.00120234183778,-1.04454140534,-0.0603719398482,25097.9939703,0.991197101342,-0.00568511870531,0.00356339562132,0.985289391879,0.0884979590112
12,24780.5751438,1.01002764703,-0.00149535237833,0.00369433691003,-1.08056989922,-0.0618701551678,25263.8477218,1.00202395303,-0.00446565161827,-0.00149216953579,1.00413042263,0.0327718034739
13,24896.5787289,0.994636644111,-0.00699752423341,-0.019098283702,-1.07364290497,-0.0890051991366,24990.9301127,0.992995412493,-0.00975436025277,-0.00407943361107,0.904010265498,0.00165326690009
14,25040.6713861,0.999084024377,-0.00262061929215,0.00026100890572,-0.999126634886,0.0285122758998,24943.3164816,0.992242942858,0.00263445267819,-0.00691203326019,0.939407128058,0.0892250701361
15,24712.4372081,0.993201711829,-0.0110933353773,-0.00727241538449,-1.0969284623,0.0622594465375,25098.7825856,1.00363568855,-0.00154862867435,-0.00505230247496,0.947443630466,-0.0612721113394
16,25056.7401887,0.990091493029,-0.005221414704,0.000838799468471,-1.09105914062,0.0101001984122,25128.7155714,0.994319648266,-0.00759317962572,-0.00504982171664,0.966331796377,-0.080285191229
17,25087.040208,0.996419853262,-0.0142002296065,-0.0105048693722,-0.963397754261,0.00767669601165,24774.5532526,0.995431472187,0.00332111564683,0.00518383293989,1.04475397381,-0.0468636527455
18,24996.9566638,1.0057389889,0.00277791099028,0.00113118683223,-0.91231472458,-0.0661944560891,24954.254629,0.997086131229,-0.00594810240597,0.00840281036751,0.966144569206,-0.00945880324311
19,25031.9808623,0.995877980243,-0.00366701928085,-0.000281212242348,-0.960017524987,0.0995042634747,24853.1526634,0.994398819968,-0.00261465285751,-0.0184775123749,1.07376720386,0.0585140608704
20,24572.8276512,0.984300115877,-0.010153260697,0.00517067942362,-0.987981561406,0.0814558999488,24990.8177751,0.999541294479,-0.0023625925411,0.00783878272053,0.977658278445,0.0364502336612
21,24708.9389091,0.991629144682,-0.0064523240716,0.00816187884674,-0.920835521783,-0.0678724958414,24631.1169371,0.987570324823,-0.000810706504171,-0.00130262630912,1.02194370339,-0.0787622585584
22,25055.6918526,0.997621521092,0.00531896634297,0.00139138325559,-0.985101227954,0.0641928939613,25266.6842054,1.00665126695,-0.000976854174746,-0.0087603066064,0.914993569848,-0.101215827669
23,24839.2528068,0.998984953627,0.00221687477547,0.00313329639224,-1.10565181996,-0.0851021616568,24859.392936,1.00360231973,0.0137364471848,0.00165755786201,1.09789568869,0.0377277552592
24,24940.2818716,0.991404713198,0.00249583079399,-0.00887393757615,-1.02244764485,0.045374835476,25082.6521424,0.999021996767,0.00191226186082,0.00701711278299,0.99982593963,0.06366479323
25,25143.3673301,1.00586731171,0.00464032148311,0.00212345592106,-0.936009411176,-0.00498814671468,25240.3369556,1.01622451279,-0.0059335666988,-0.00635822655248,0.912545741463,0.0349828776126
26,24881.1793811,0.999865022353,-0.00210921864045,-0.0127650956618,-0.946642219876,-0.0623547016751,25260.1599558,1.00206106296,-0.00461505846025,0.00949858762176,0.945516664201,0.0786711735276
27,25014.5610995,0.992046925564,-0.00315347791996,-0.00196398158225,-1.04206555116,-0.00323384141306,25040.4202247,0.997004527475,-0.0100073082188,0.00754704424926,0.921877462878,-0.0623754491111
28,25043.51912,0.992672927588,-0.000444158670477,-0.00184064735942,-1.0665582848,-0.079046515276,25166.5484269,1.01225431156,0.00621005117081,0.00191946544394,1.03631312294,-0.0899179741059
29,25076.3352222,0.996443117773,-0.00630217954555,0.00485214815357,-0.995375219586,-0.0528590885106,24935.9334635,0.990055279595,-0.000786914887483,0.00333664881666,0.900378196487,0.108074775962
30,25191.0330779,1.01246967095,-0.00076759528968,-0.0086283858633,-1.03633360964,0.0157974413384,24958.4552888,0.991235308543,0.007386609803,-0.00144730935384,1.00611622663,0.00453088670366
31,24997.4187037,0.994080343178,0.0160695032341,-0.000670758830347,-0.926077461838,0.0199573818833,24857.3134145,0.990781084113,0.00978874813993,0.000500030318164,1.02686721565,0.0180246432424
32,24899.1528643,0.997578555839,0.00542409281992,0.00624258695515,-1.00012878696,-0.0755799671862,24890.7164356,1.00049457092,-0.00056717487604,-0.010012558383,0.981663709279,0.092513893745
33,24631.641591,0.981022188841,0.011280249208,0.00795141585819,-0.922683922735,0.0262487754752,24970.9798861,1.00528539592,0.000335498011797,-0.0111744601782,1.03750200094,-0.094385468943
34,25274.8733362,1.0141165804,-0.0109268040684,-0.00727332149472,-0.995277862165,0.0325291764675,24762.1802977,0.989989851766,-0.00805130376627,-0.00199256551128,1.10028967315,-0.0771658136753
35,24608.2158744,0.995063021794,-0.000688861646956,0.0105966114288,-0.918979152989,0.0743513322623,25067.4828178,0.998492720186,-0.00307145274912,-0.00323379431058,0.974346873747,-0.0206342781197
36,24985.3622708,1.00258562095,0.0029267706451,0.00684260534536,-0.952840146642,-0.0430811605766,24888.6082128,0.990817640496,-0.00874824513797,0.00501466462232,0.922059918647,0.0250254848121
37,24932.7211864,0.98796980608,0.0108177999711,0.00410796298737,-0.969630967864,0.0604836344191,25388.4171077,1.02435627274,0.00435140094129,0.000257379322283,0.976125657142,0.03132933463
38,24813.41946,0.99014539993,-0.00404423233227,0.00192477144986,-0.95720221438,-0.0555490936211,25267.7011663,1.00284365492,-0.0106971521742,-0.00780214688793,0.97213001098,-0.0344453455258
39,25240.5012175,1.00565424096,0.00241903886153,-0.000891972403031,-0.990689219107,-0.00502782179203,24832.4321062,0.998975486758,0.00659340922358,-9.01550123519e-05,1.0160236394,0.0491938865075
40,24942.0791724,0.999944006215,0.0043592685392,-0.000828115198805,-0.922956343579,0.0443450304608,25056.721162,0.994423813272,-0.009479616284,-0.00573153108395,1.04163740734,0.106756278389
41,24869.8698689,1.00542314813,-0.0124220603881,0.00493032690404,-0.993056872789,-0.0242395367457,25214.7981218,1.01296692234,0.00438067455138,0.00747402223161,1.01526288102,0.0304491341797
42,25082.5052039,0.998400042628,-0.00215830776135,0.00844242500091,-0.963128646103,0.0332668271965,25300.6152596,1.00554033469,0.00434339096305,0.00366534977109,0.937991811819,-0.0470389354936
43,25166.0352068,1.00324492514,0.00406522990399,0.00459364158572,-1.06629537774,-0.00064000281028,24797.0967356,0.992331224223,-0.00106162592769,0.00722049498995,1.02122482483,0.0167606127703
44,24697.1416071,0.991958377034,0.00552885856708,-0.000625872690183,-0.924555850559,-0.0997097842667,24957.5629192,0.988788500711,0.0118501460005,-0.00321470850727,0.90705544849,-0.0719728080831
45,25141.5340963,1.00253088052,0.00188149076544,-0.00328816045247,-1.01790917798,-0.0403907204441,24731.8719808,0.993097986386,-0.00367092788282,-0.00397358295975,1.09347755521,0.0106361730764
46,24832.1025386,0.995354294439,0.00932256657804,-0.00324401550897,-1.0938097479,-0.0827765149557,24816.1088257,0.988284289557,-0.000202358250269,-0.00272550428495,0.908766729237,-0.0113622326153
47,24637.4312778,0.987507630269,0.000894205016007,0.00669197101224,-0.919420731471,-0.0752935315683,24665.3659745,0.991132796419,0.0154024691294,0.0039739510968,0.934350079962,0.00028272068559
48,24857.9092072,0.994160565895,0.0025777778649,0.002335679622,-0.957749979432,-0.0210394097141,25182.1306305,1.00208116605,-0.00267301276318,0.00410177180078,1.04115995224,0.0211197846261
49,24993.6231109,1.00044714019,-0.00133455708538,-0.0055460190965,-0.969687002328,0.0261452406918,25059.2571439,1.00200000477,0.00580479061384,0.00438359088249,0.903868126222,0.0846258112035
50,25014.7823303,0.986268980193,0.00167809264608,-0.00588801295137,-1.06735275811,0.0985110977092,24879.3684564,0.994308144042,-0.0105995317577,-0.00390476326919,1.03235891106,-0.0184668055715
51,24955.0176978,0.998399601773,0.000471204469786,0.00470207973268,-1.07792045131,-0.0938269411606,24586.2355169,0.998749561959,-0.00430456188773,-0.00880522135918,1.06743820296,0.00398894199833
52,25177.9983867,1.00158131767,-0.00710772503359,0.00515286299788,-0.93317067221,-0.0860030669283,24916.4274179,0.996346203317,0.00145835094192,-0.0042881402128,1.03333006964,-0.0137720148986
53,25059.0956851,1.00077147489,0.0070464936968,0.00420948549378,-0.947875640098,0.0893845323507,25213.4088691,1.00136416811,0.00108630854274,-0.00226384580316,1.01762151608,0.0923155642318
54,25156.6525986,1.0014736133,-0.00123368578537,0.00215191325708,-1.08440839947,0.0486839244365,25130.4912702,0.996620660384,-0.0013109773849,0.00582099116652,1.0651773114,-0.0987395219082
55,24939.2276779,1.00738472415,-0.00711462201268,0.0114599893544,-0.891183652094,0.0907295396637,25064.0481895,0.997526084496,-0.0010513193889,0.00310644677751,1.02304027754,0.00583154800663
56,25005.8922439,1.00345207677,-0.00144813178822,-0.000350593059981,-1.07852822373,0.0590574073358,24912.152058,1.00166729598,-0.00571819369573,0.0161834307075,1.04590831094,-0.0692258642255
57,25123.8971564,1.00558919544,-0.00504798266218,0.000325283925164,-1.03428977187,-0.0945392295317,25088.0846979,1.00251738717,0.000940289615534,0.00521954826361,1.06507220459,-0.0506707691505
58,24907.2435269,0.996588415068,0.00610429423926,0.0033477022352,-1.02469225777,-0.026585302343,25030.2829157,1.00421411321,0.00499349240252,-0.00173377973481,0.964822021327,-0.0917557257836
59,24742.6268624,0.986873166485,0.00465933838132,0.00254658661288,-1.04270898346,0.00902658621057,25047.6030607,1.01538049669,0.00151039582409,-0.00645335453736,1.08835272701,-0.0868425933788
60,25164.1166503,1.00064003168,-0.00221085285563,-0.00406771884729,-0.919018282357,-0.0887136968674,24617.8405485,0.998488842301,-0.00127755136753,0.00354191711542,0.930692916799,-0.0808418213054
61,25137.6657195,0.996417031116,-0.00419220030162,0.0025074773999,-0.91735313396,0.0820394718671,24941.1222256,0.992697185409,0.0101914339537,0.00579646251388,0.934068177638,0.0647369663366
62,25122.767717,1.00053795024,-0.00120894526563,0.00844473336701,-1.04903682668,-0.0175130646596,24999.551638,1.00842976597,0.000623367661134,0.0101496682178,1.02528495758,-0.040186552753
63,25190.8594035,1.00559489464,0.00784295500665,0.0110175697325,-0.907038866912,-0.0110211510267,24811.2451534,1.00128761944,0.00229126481126,0.000746605026457,0.980358852185,0.0224075806887
64,24871.8737178,0.993329428108,0.00243605472083,0.0046114950669,-1.11695467167,-0.0385865232766,24777.9038644,0.99703682176,0.00510958091459,-0.00627319341824,1.03399561945,-0.0853502683271
65,24846.0850126,0.991677512982,0.0124780841574,0.0006115878671,-1.08766731239,-0.0628031550282,25041.925401,1.00175588084,0.00926919291303,0.0122833991244,0.981545137058,-0.0862662743961
